"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
NA,5.7,0.15,0.28,1.7,0.045,240,151,1.01173,3.22,0.95,11.2,-1,6,1
NA,6,0.24,0.49,5.8,0.053,204,216,0.9942,3.01,0.98,13.5,-1,7,2
NA,7.1,0.12,0.3,11,0.018,29,16,1.01129,4.06,0.52,11.9,0,8,3
NA,4.8,0.33,1.13,27.9,0.044,205,142,0.987,2.44,0.49,13.3,0,8,3
NA,7.1,0.23,0.24,2.6,0.039,90,33,0.9948,3.23,0.28,10.7,0,8,0
NA,5.2,0.4,1.46,4.6,0.425,8,312,0.99567,2.73,2.86,9.1,0,8,1
NA,18.4,0.25,0.29,7.5,0.055,76,194,0.98746,3.08,0.38,7.4,0,8,1
NA,7.2,0.27,0.98,13.5,0.02,11,377,0.9436,3.32,1.34,12.6,-1,6,1
NA,6.7,0.2,0.21,63.8,0.031,127,77,0.9905,2.01,0.36,10.9,0,6,3
NA,7,0.15,1.68,2,0.085,35,477,1.00583,3.22,0.42,14.9,1,8,3
NA,6.2,0.26,0.43,2.6,0.036,37,92,0.94216,3.27,0.55,11.5,1,7,3
NA,6.7,0.345,0.28,4.9,0.03,29,98,0.99024,4.22,0.58,12.8,0,7,3
NA,11.1,0.24,0.28,8.3,0.229,298,401,0.99545,3.23,0.52,9.3,0,7,3
NA,6.7,0.48,0.32,2.5,0.288,22,469,0.9889,4.29,1.1,17,2,8,0
NA,7.7,1.14,0.26,14.2,0.089,23,560,1.01791,2.07,0.52,7.7,1,9,0
NA,6.8,0.28,1.16,22,0.048,157,175,1.0252,2.95,0.68,8.7,1,7,2
NA,13.8,0.695,1.46,5.6,0.042,2,148,1.02977,3.15,1.78,9.9,0,7,1
NA,6.5,0.14,0.31,45.3,0.13,43,122,1.02382,3.34,0.35,14.4,1,7,4
NA,6.2,0.24,1.48,4.6,0.047,37,135,0.95625,3.2,0.5,13.1,-1,7,1
NA,8.2,1.16,0.47,11.2,0.379,61,822,0.99592,3.12,0.77,9.5,-1,7,2
NA,7.5,1.28,0.34,3.5,0.023,89,189,0.99489,3.42,0.58,10.1,-1,7,1
NA,7.6,0.28,0.26,1.6,0.236,148,88,0.95684,3.11,0.57,8,0,8,0
NA,6.4,1.31,0.98,1.8,0.505,14,120,1.03839,2.96,0.66,9.9,1,7,1
NA,1.4,0.42,0.33,8.1,0.048,45,214,0.95021,4,0.5,9.3,0,7,2
NA,6.4,0.23,1.04,11.8,0.352,28,149,0.99606,2.4,0.49,9.7,0,7,2
NA,7.6,0.75,0.28,15.8,0.223,28,89,0.96407,3.42,0.41,9.4,1,8,2
NA,10.9,0.335,0.7,1.3,0.04,293,168,0.99212,3.39,0.46,10.46666667,1,5,3
NA,11.2,0.43,0.41,8.1,0.038,52,122,0.90939,3.95,0.4,17.4,1,5,4
NA,15.8,0.56,0.2,14.65,0.057,30,42,0.9949,3.2,0.59,9.9,0,8,3
NA,6.7,0.2,0.24,7.6,0.186,121,100,1.0069,3.12,1.61,10.4,0,7,1
NA,8.1,2.44,0.8,53.3,0.062,35,176,0.9954,2.22,0.55,13.4,-1,9,3
NA,4.4,0.15,1.01,51.1,0.044,40,493,0.94668,3.24,0.78,10.2,-1,7,1
NA,6.8,0.58,0.35,7.8,0.881,47,155,0.99301,4,0.43,9.5,1,7,2
NA,6.6,3.01,0.3,1.9,0.052,53,140,0.9722,3.02,0.5,9.2,0,7,1
NA,6.6,0.36,0.27,13.55,0.24,44,149,1.02043,2.97,0.66,11,0,7,2
NA,6,0.45,0.39,55.5,0.053,17,100,0.9957,4.03,1.03,6.9,-1,10,3
NA,12.1,1.25,0.42,2.9,0.044,212,189,1.04311,3.22,0.48,11.3,-1,7,0
NA,6.1,0.34,0.21,5,0.049,45,300,0.99373,2.76,0.53,13.6,0,7,1
NA,7.2,1.55,0.36,82.2,0.382,68,116,0.99922,4.24,0.76,10.2,-2,8,0
NA,7.7,0.35,0.56,2.7,0.043,36,461,0.98952,3.19,0.54,11.5,1,8,3
NA,6.9,1.38,0.91,2.4,0.546,41,157,0.94244,3.49,1.75,12.3,0,8,3
NA,1.8,0.36,0.86,15,0.08,52,256,0.97439,1.54,0.64,8.6,1,9,0
NA,12.8,1.43,0.07,2,0.423,17,565,0.991,2.94,0.34,14.5,1,8,2
NA,6.3,1.02,0,2,0.083,27,185,0.99437,3.59,0.56,11.4,0,7,1
NA,6.6,0.32,1.64,3.9,0.039,210,395,0.9915,2.81,1.76,10.9,0,7,2
NA,8.1,0.34,0.28,9.1,0.04,91,230,1.00408,3.14,0.63,15.1,-1,9,1
NA,6.4,0.21,0.43,60.5,0.041,18,126,1.03435,3.43,0.42,24.1,0,7,3
NA,0.5,1.01,0.29,8.2,0.046,54,107,0.99123,3.15,0.53,6.3,0,8,2
NA,3.5,0.655,1.68,6.1,0.041,110,175,1.001,2.26,0.97,9.3,-1,10,1
NA,16,0.38,1.87,65.7,0.036,38,195,0.9908,3.35,0.57,15.1,-1,7,1
NA,6,0.34,1.5,5.4,0.06,23,200,0.96021,3.25,0.44,10.2,-1,7,2
NA,5.8,0.17,0.31,7.5,0.307,32,72,0.9949,3.19,3.3,9.8,-1,6,2
NA,14.5,0.51,0.58,14,0.049,481,135,0.99335,2.8,0.51,10.8,1,9,3
NA,5.9,0.89,0.28,3.2,0.035,150,117,1.02838,3.43,0.42,13.6,1,6,3
NA,5.6,1.37,0.26,4.3,0.518,29,97,1.03534,4.21,0.46,9.2,0,6,2
NA,7.6,0.74,0.29,19.3,0.169,36,493,1.02968,3.14,0.5,9,-1,7,2
NA,6.8,0.87,0.71,11.7,0.054,187,44,0.99784,3.27,0.58,9.5,-1,8,2
NA,7.9,0.58,0.42,9.1,0.086,8,358,0.96662,3.78,0.36,11.4,-1,9,1
NA,13.9,0.67,0.31,5.4,0.052,47,150,0.9953,3.24,1.23,9.8,1,9,1
NA,6.6,0.5,1.1,1.8,0.04,26,143,0.95463,3.25,1.66,10.7,0,7,1
NA,17.6,1.61,0.42,26.7,0.015,74,215,0.99538,3.17,2.86,14.1,1,7,2
NA,8.5,0.91,0.56,69,0.377,47,169,1.00047,3.07,1.59,13.1,1,9,0
NA,6.9,0.22,0.37,1.7,0.044,37,203,0.98145,3.25,0.77,8.8,0,8,3
NA,12,1.48,0.44,32.8,0.069,32,73,0.95281,4.19,0.57,5.9,-1,10,0
NA,12.1,0.28,1.36,28.2,0.308,28,101,1.03358,3.51,0.52,8.4,1,10,4
NA,7.3,0.24,0.86,3.1,0.287,487,185,0.96838,2.24,0.52,19.3,-1,8,1
NA,0.4,0.41,1.01,5.4,0.364,33,115,0.98297,3.12,1.77,12.09333333,1,7,2
NA,17.1,1.22,0.3,43.4,0.049,38,376,0.9963,3.19,0.2,2.7,2,8,0
NA,6.7,0.64,0.23,2.1,0.08,215,393,0.99538,2.43,0.93,8.1,-2,8,0
NA,6.1,1.05,0.34,65.6,0.046,31,188,0.99365,3.32,2.23,5.05,0,7,3
NA,6.1,0.17,0.58,1.5,0.036,38,142,1.00044,3.29,2.59,14.6,1,7,3
NA,7.8,1.09,0.26,8.9,0.132,42,187,0.996,4.01,0.67,6.1,-1,8,1
NA,30.6,1.6,1.23,8.1,0.521,92,536,0.9775,2.19,0.3,10,1,9,0
NA,16,0.29,0.24,14.3,0.042,93,43,0.98942,1.65,0.48,9.2,1,7,1
NA,6.7,0.95,0.3,12.8,0.053,80,137,0.9986,4.09,0.49,9.1,-1,8,2
NA,31.5,0.74,0.01,1.5,0.481,50,123.5,0.9917,3.13,0.58,5.1,-1,9,2
NA,3.6,0.31,1.71,2.1,0.176,35,534,0.99642,3.87,0.44,9.1,2,7,2
NA,6.5,0.41,0.5,27.9,0.041,264,214,1.00837,4.19,0.46,10.5,0,7,2
NA,6.1,0.73,0.32,86.7,0.034,24,237,0.9898,3.36,0.61,11.8,1,7,2
NA,6.4,0.72,0.26,3.4,0.639,105,146,0.9794,3.18,0.7,22.2,-2,7,0
NA,6.3,0.5,0.33,68.3,0.037,32,224,0.9951,3.39,0.56,10.7,0,8,1
NA,19.2,0.33,0.56,2.8,0.44,6,17,0.9964,3.35,0.71,16.9,0,10,1
NA,4.7,0.7,2.65,60.3,0.056,56,502,0.98976,3.17,0.44,8.8,0,7,0
NA,7.9,0.29,0.32,6.7,0.036,97,117,0.96108,3.12,0.42,16.2,1,9,0
NA,6,0.2,0.26,6.8,0.626,39,93,0.94829,2.17,0.42,14.9,0,6,4
NA,6.9,0.32,0.35,31.3,0.043,73,421,0.9912,3.36,1.22,6.1,-1,7,4
NA,5.2,1.51,0.31,5.8,0.52,9,74,1.01646,3.28,0.53,7.2,-1,7,0
NA,7.2,0.26,0.35,6.1,0.404,30,114,0.9966,3.23,0.9,10.5,0,8,0
NA,6.2,0.24,0.25,44.1,0.301,114,105,0.9912,2.08,0.73,11.1,0,7,2
NA,5.5,0.82,0.32,5.8,0.051,20,100,0.9959,3.17,0.49,11.2,-1,7,3
NA,14.7,1.15,0.63,2.3,0.06,295,435,1.0004,3.16,2.02,9.5,-1,13,1
NA,4.4,0.65,0.21,1,0.1,67,313,1.02571,3.14,0.51,11.8,-1,7,0
NA,5.9,3.15,0.05,5,0.054,36,414,1.02885,3.43,0.5,9.2,0,6,0
NA,0.6,1.48,1.69,2.1,0.048,90,277,1.02604,4.2,0.43,11.9,-1,9,1
NA,5.9,0.33,0.32,8.1,0.202,9,34,0.95922,4.27,0.36,16.6,1,7,0
NA,8.9,0.49,0.02,2.7,0.051,19,34,0.94611,4.34,1.89,9.2,-1,8,0
NA,6.5,0.45,0.32,29.7,0.031,28,185,0.95886,3.31,0.61,9.4,1,7,2
NA,8,0.32,1.04,2.3,0.042,157,208,1.0276,3.29,1.23,12,0,9,2
NA,5.6,1.24,0.5,44.7,0.029,25,93,0.9753,2.57,1.55,15.6,0,6,2
NA,7.9,0.16,0.41,66,0.297,119,140,1.03619,4.1,1.64,12.5,0,8,4
NA,7.1,1.14,0.36,1.5,0.035,26,384,1.02196,3.3,0.49,10.8,-1,8,4
NA,5.9,0.73,0,7.4,0.077,550,44,0.99385,3.5,0.53,11.2,0,6,2
NA,0.4,0.22,0.28,70.1,0.31,86,213,0.9962,3.16,2.22,9.9,-1,7,0
NA,6.9,0.47,0.3,9.6,0.237,50,185,0.99389,3.39,0.52,9.6,1,7,4
NA,8.4,0.37,0.33,9.2,0.266,61,54,0.99057,3.56,0.47,10.9,2,8,3
NA,7,0.28,0.49,1.7,0.302,150,179,0.99132,3.25,0.52,9,1,8,4
NA,6.5,0.4,0.37,8.9,0.053,36,148,1.03079,3.17,0.64,9.3,1,8,2
NA,6.9,0.19,0.39,98.5,0.028,144,84,0.994,3.11,0.66,10.8,0,7,1
NA,5.6,0.26,1.35,1,0.032,27,96,0.94747,3.18,0.44,18.3,2,7,3
NA,18.3,0.4,0.02,8.9,0.053,29,148,0.95722,3.16,0.57,11.5,0,8,1
NA,12.5,1.83,1.93,8.9,0.043,31,148,0.9964,3.22,1.66,9.2,0,8,2
NA,9.7,0.24,0.17,12.3,0.049,36,127,1.00588,1.84,2.9,13.6,-1,10,1
NA,10,0.42,0.42,30.4,0.056,68,393,0.9968,3.11,1.21,15.1,-1,11,0
NA,9.2,0.34,0.27,25,0.256,147,168,0.99825,3.39,2.03,8.7,0,8,1
NA,6.2,0.94,0.95,1.6,0.039,160,92,1.02503,2.04,0.5,10.5,0,7,0
NA,10.7,0.24,0.66,41,0.046,26,164,0.9979,4.04,0.44,8.8,0,7,2
NA,6.6,0.22,0.58,7.3,0.133,52,136,0.98791,3.23,0.3,7.5,0,7,2
NA,21.5,0.39,0.81,2.3,0.235,6,427,1.04575,3.16,0.49,9.5,1,13,0
NA,6.1,0.2,0.34,50.3,0.004,140,201,0.995,3.35,1.93,10.1,1,7,1
NA,7.3,0.205,0.31,1.7,0.058,34,110,1.09323,2.7,0.69,11,1,8,3
NA,7.2,0.2,0.22,1.6,0.531,42,101,1.04108,2.26,0.48,15.2,0,8,2
NA,11.4,0.975,0.33,9.2,0.058,40,5,0.99833,2.42,1.77,9.9,1,7,2
NA,6.4,0.18,0.74,11.9,0.046,283,168,0.97995,3.39,0.03,14.3,1,7,3
NA,14,0.58,0.35,11.6,0.048,44,148,0.9944,3.29,1.95,10.5,0,7,3
NA,7.4,0.19,0.6,12.8,0.053,522.5,436,0.98614,3.14,1.76,2.5,-1,8,2
NA,6,1.78,0.49,46.4,0.031,69,99,1.03802,3.18,0.52,13.6,0,8,2
NA,6,0.28,0.15,0.9,0.033,9,127,0.96962,3.24,2.01,12.1,-1,7,0
NA,6.5,0.46,0.24,49.6,0.068,56,104,1.0217,3.08,0.47,9.2,1,7,0
NA,7.1,0.28,0.04,14.4,0.043,205,437,0.9986,3.39,2.15,15.2,0,8,2
NA,6.7,0.36,0.37,52.05,0.342,55,96,0.91548,4.18,0.62,11,2,7,3
NA,11.8,1.04,0.36,106.4,0.042,28,156,0.991,3.62,0.72,9.4,0,8,4
NA,1.9,1.03,0.47,8.4,0.042,167,156,0.98555,3.15,0.93,16,0,8,1
NA,1,1.61,0.33,12.1,0.044,71,162,0.9914,3.07,0.19,11,-1,8,2
NA,6,1.63,0.32,1.9,0.063,42,134,1.01145,2.63,0.57,4.9,0,7,2
NA,12.4,1.88,0.58,22,0.103,28,45,1.0008,4.1,1.16,6.9,0,13,0
NA,9.4,1.21,3.16,2,0.23,25,48,0.98564,3.57,0.93,9.7,1,10,1
NA,0.9,1.38,1.37,70.3,0.289,35,133,0.9978,3.17,0.36,8.7,-1,8,0
NA,6.8,1.13,0.35,63.1,0.048,29,198,0.9984,3.24,0.5,3.8,0,7,3
NA,6.3,0.775,2.55,18.2,0.06,78,86,0.9959,3.23,0.57,3.6,-1,9,0
NA,8,1.98,0.49,4,0.476,17,554,0.9905,1.79,1.36,14,0,9,2
NA,7.1,0.64,0.31,70,0.053,0,78,0.99587,3.31,0.59,5.1,-1,8,3
NA,6.7,0.06,0.35,2.2,0.003,37,399,0.96157,3.12,0.7,11.2,1,7,3
NA,12.6,0.34,0.33,1,0.054,158,164,1.01251,3.62,0.51,11.9,0,7,1
NA,6,0.26,0.54,1.3,0.044,40,154,0.99354,3.88,0.51,4.2,0,6,1
NA,9.4,0.32,0.41,99.6,0.045,68,183,0.99922,4.4,0.66,9.4,-1,8,1
NA,6.7,0.75,1.69,14.8,0.186,44,436,0.99676,3.2,1.44,9.8,1,7,3
NA,0.5,0.36,0.11,14.3,0.134,55,349,0.9979,1.53,0.44,9,1,8,1
NA,5.8,0.17,0.04,33.8,0.037,50,133,0.9931,2.3,1.73,10.8,-1,7,2
NA,6,0.28,0.55,5,0.078,108,139,1.04191,3.1,0.76,9.5,1,7,1
NA,6.4,0.31,1.19,6.9,0.335,36,187,0.9937,2.99,0.34,12.2,0,10,1
NA,9.3,0.38,0.27,3.8,0.132,3,11,0.99577,0.92,0.57,10.1,0,10,3
NA,1.6,1.5,0.41,14.2,0.361,197,107,0.99678,2.26,0.5,10.3,-2,7,3
NA,6.5,0.19,0.56,0.8,0.043,36,205,0.9936,4.07,0.39,11.2,0,7,4
NA,14,0.51,1.34,1.2,0.04,42,455,0.96761,3.05,0.29,10.8,1,8,2
NA,7.1,0.2,0.25,15,0.046,5,259,0.95286,3.12,0.53,2.8,1,7,2
NA,8.2,0.67,0,1.9,0.08,39,443,0.95562,3.4,0.32,4.2,0,7,0
NA,15.6,0.86,0.34,8.8,0.054,466,606,0.96931,3.42,0.58,10.4,0,7,0
NA,1.9,0.31,0.31,61.5,0.038,8,79,0.97564,4.12,0.39,10.5,0,6,3
NA,6.8,0.15,0.27,12.9,0.043,68.5,486,0.97015,2.95,0.68,16.3,0,7,3
NA,6.4,0.425,0.44,13,0.482,49,179,0.90939,3.26,0.57,9.2,0,7,0
NA,7,0.46,1.57,12.6,0.394,46,89,0.98393,3.39,0.53,10.7,-1,7,1
NA,17.7,0.93,0.8,51.7,0.039,13,150,0.9731,2.02,0.49,10.9,-1,7,2
NA,5.2,0.5,1.13,16.2,0.027,158,117,0.98886,6.04,0.45,16.5,0,6,2
NA,12.8,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,1,9,0
NA,6.2,0.27,0.21,50.9,0.046,20,155,0.99856,3.04,0.41,14.1,1,6,3
NA,5.6,0.54,0.31,3.8,0.053,41,134,0.99092,3.41,0.52,10.5,1,7,4
NA,5.9,0.56,1.08,2,0.03,38,98,0.98892,3.46,0.6,19.3,1,7,2
NA,11.2,0.32,0.56,2,0.073,3,49,0.99534,3.15,0.73,9.5,0,11,1
NA,3.7,1.46,0.38,11.4,0.044,32,93,0.99428,3.23,0.58,10.5,0,6,2
NA,11.8,0.32,0.21,2.2,1.123,35,127,0.96779,3.17,0.96,9.4,-1,7,0
NA,13.9,0.5,0.81,2.2,0.057,5,136,1.0002,3.19,0.44,8.3,0,13,1
NA,2.9,0.26,0.39,14.9,0.364,64,200,0.99562,3.19,0.38,12.5,1,7,2
NA,6.5,0.43,0.99,4.5,0.169,16,153,1.04293,3.78,0.53,10.2,-1,8,1
NA,6.4,0.46,0.79,10.6,0.047,51,138,0.998275,3.39,0.54,10.5,-1,7,2
NA,7.4,0.25,1.61,13.1,0.59,312,200,1.08608,3.04,0.58,8.9,0,8,3
NA,14.8,0.12,0.32,7.1,0.001,45,124,0.9888,4.08,0.41,7.4,0,9,3
NA,9.5,0.31,0.85,13.2,0.049,267,406,0.96434,2.98,0.55,6.1,0,8,1
NA,14.3,0.9,0.37,77.5,0.112,25,89,1.02538,4.66,0.71,5.3,0,7,1
NA,6.1,0.22,0.28,16.55,0.053,54,135,1.00226,3.2,0.38,12.9,1,7,2
NA,6.9,0.69,0.74,1,0.621,18,204,0.992,1.94,0.74,10.2,0,8,0
NA,20,0.31,1.32,3.4,0.052,28,137,0.98089,2.96,1.26,11,1,9,1
NA,9.9,0.87,0.24,2.3,0.074,6,14,0.96571,3.34,0.73,14,0,11,1
NA,6,1.74,0.28,1.6,0.409,161,147,0.99592,2.77,0.14,8.1,0,8,0
NA,2.8,0.2,0.31,6.85,0.577,160,117,1.038,3.2,0.59,10.4,0,8,2
NA,8.8,0.48,1.92,3.3,0.092,26,47,0.9982,3.31,0.14,16.1,-2,10,0
NA,8.3,0.88,2.93,24.5,0.033,37,57,0.95699,3.16,0.51,11,-1,9,1
NA,5.8,0.28,0.3,7.2,0.052,31,114,0.98636,4.27,0.54,12.5,1,6,0
NA,6.5,0.25,0.41,4.1,0.038,20,134,0.95719,3.18,0.51,9,2,7,2
NA,13.4,0.3,0.33,2.7,0.044,34,108,1.01369,3.86,0.18,16.4,1,8,4
NA,11.9,0.425,0.34,1.6,0.053,48,270,0.94198,3.34,0.52,8.5,0,7,1
NA,8.1,1.47,0.79,12.1,0.371,114,205,1.07729,3.36,0.88,11,0,9,1
NA,6.6,0.5,0.04,2.1,0.101,6,37,0.9955,3.39,0.64,9.4,0,7,0
NA,6.5,0.23,1.28,38.4,0.44,42,409,0.99168,2.62,1.43,8.2,0,7,0
NA,7.3,0.25,0.34,25.3,0.051,38,115,1.02761,3.4,1.57,9.6,0,8,1
NA,7.4,0.29,0.4,2.4,0.037,37,352,0.9932,2.57,0.76,12.3,0,8,2
NA,6.8,0.9,0.5,27.1,0.52,59,28,0.98647,3.13,0.43,10.6,-1,6,1
NA,6.5,0.46,1.15,2,0.041,88,126,0.99494,2.97,0.46,20.3,0,7,2
NA,11.2,2.48,0.41,28.5,0.47,44,139,0.9956,3.09,0.37,5.5,1,7,2
NA,4,0.25,0.7,22.5,0.053,165,139,1.03785,3.13,0.22,4.7,-1,10,0
NA,7.5,0.19,0.29,7.1,0.056,50,110,1.00316,3.06,0.71,9.9,-1,8,2
NA,6.5,0.28,0.26,37.6,0.052,44,139,1.01808,3.32,0.56,10.2,1,7,0
NA,7.1,0.34,1.02,115,0.082,31,68,0.99694,3.45,3.46,6.8,0,8,0
NA,8.2,3.32,0.21,57.7,0.593,18,131,0.9902,3.26,0.55,13,0,7,3
NA,6.1,0.43,0.37,2.5,0.186,131,218.5,0.9935,3.46,1.61,13.9,0,7,1
NA,6.1,0.21,0.49,7.6,0.511,77,39,0.96665,4.08,0.47,8.9,-1,7,0
NA,7.3,1.44,0.43,1.7,0.057,21,123,0.9905,3.19,0.42,9.4,0,8,1
NA,7.7,0.14,0.34,60,0.068,96,213,0.97139,3.18,2.05,9.2,-2,8,0
NA,2.3,1.19,0.08,47.2,0.1,152,32,0.96779,4.36,1.06,15.8,0,8,0
NA,23.8,0.35,0.44,6.5,0.056,31,6,1.00954,3.25,1.33,12.9,0,8,1
NA,5.8,1.59,0.34,9.7,0.035,26,453,0.99716,3.08,0.49,10.4,0,8,3
NA,6.7,0.21,0.36,41.1,0.02,59,125,1.02888,3.5,0.5,2.9,0,7,3
NA,9,0.15,0.3,5.3,0.765,23,127,0.9942,2.51,0.9,16.3,0,7,0
NA,0.6,0.32,0.59,17.75,0.06,207,190,1.03215,1.68,1.16,3.5,0,7,0
NA,9.2,0.39,0.31,7.6,0.08,54,184,0.99572,2.05,0.52,10.8,0,7,1
NA,7.5,0.18,0.99,7.6,0.543,24,400,0.97367,3.19,0.08,9.5,-1,8,0
NA,6.5,0.29,0.05,3,0.273,70,93,0.9906,3.83,3.55,23.7,0,7,3
NA,15.6,0.3,0.5,1.1,0.036,174,158,0.94973,4.33,0.84,11.3,0,6,2
NA,7.3,0.19,0.27,13.9,0.057,45,155,0.94555,2.94,1.67,8.8,-1,8,3
NA,17.1,0.7,0.34,46.4,0.468,299,161,0.90042,3.32,0.62,6.9,0,7,0
NA,0.5,0.23,0.27,1.3,0.101,14,192,0.99276,4.62,0.37,16.1,0,7,0
NA,6.4,0.38,0.29,50.5,0.039,25,293,0.96596,3.25,0.59,9.3,0,8,2
NA,5.8,0.3,0.42,1.1,0.036,38,113,0.98871,3.17,0.46,18.7,-1,7,0
NA,5.7,0.8,2.09,51.8,0.382,49,128,0.9394,3.26,0.25,13.1,0,6,3
NA,4.5,0.46,0.32,58.2,0.343,29,52,0.99869,3.11,1.81,9,1,8,1
NA,29.2,0.31,0.09,13.6,0.05,513,321,0.99459,3.73,0.59,0.4,1,7,1
NA,15.1,0.695,0.06,7,0.076,144,20,0.89547,2.17,0.54,6.6,1,8,3
NA,6.9,0.48,0.28,12.4,0.62,16,122,1.02018,3.16,0.51,14.8,1,7,4
NA,6.5,0.14,0.25,24.7,0.336,15,262,0.95255,1.96,0.43,4.7,0,5,0
NA,16.5,0.24,0.34,21.4,0.051,3,143,1.00499,2.4,1.72,11.4,1,8,2
NA,2.9,0.33,0.33,10.2,0.048,194,141,0.95288,3.16,0.53,13.1,-1,9,1
NA,6.4,0.74,0.26,8.2,0.795,47,596,0.99465,3.17,0.5,15.4,-1,7,2
NA,2.3,0.2,0.71,58.5,0.056,32,134,0.97793,1.25,0.46,11.5,2,8,4
NA,7.2,0.32,0.32,75.05,0.038,71,130,1.0228,2.97,0.47,9,1,8,2
NA,17.6,1.995,0.27,65.05,0.629,92,70,0.98994,4.08,0.47,9.3,1,6,0
NA,7.2,0.58,0.5,8.4,0.077,31,28,0.98495,4.01,1.66,9.4,0,8,1
NA,13.4,2.6,0.26,35.4,0.068,46,73,1.03177,2.34,0.34,14.8,-1,8,0
NA,6.6,1.52,0.33,1.8,0.042,26,38,0.97936,3.19,0.44,12.5,1,7,4
NA,5.1,2.04,0.34,10.2,0.559,18,281,0.99132,4.13,0.44,11,0,6,2
NA,10.3,0.94,1.8,1.4,0.106,5,33,0.95662,3.95,0.39,11.6,0,11,2
NA,17.4,0.49,0.69,6.65,0.034,244,158,0.99344,2.77,0.48,11.2,0,9,0
NA,1,0.28,0.39,28.2,0.056,241,461,0.99755,2.9,0.46,4.8,0,8,2
NA,10.6,0.17,0.28,1.2,0.046,43,574,0.91206,3.33,0.55,10.1,-1,7,2
NA,8.6,0.2,0.42,14.7,0.046,35,157,0.9925,2.98,0.49,10.6,0,9,3
NA,8,0.67,0.43,6.3,0.067,36,131,1.00826,3.38,1.56,11.9,0,9,1
NA,7,0.92,0.34,3.8,0.132,111,175,0.99362,3.03,0.47,10.15,0,7,2
NA,2.4,1.06,0.25,9.3,0.041,70,189,1.00788,3.57,0.49,8.6,1,8,0
NA,8.6,0.48,0.5,14.5,0.361,117,212,0.9983,4.22,1.1,9.1,1,8,3
NA,9.3,0.775,0.43,28.4,0.045,24,56,0.9984,3.31,2.26,7.8,1,10,2
NA,21.8,0.32,0.4,3.5,0.094,9,150,1.02322,3.29,0.53,6.7,-1,11,0
NA,12.1,1.16,0.25,7.8,0.05,13,68,0.94833,2.91,0.4,9.4,0,7,1
NA,16.1,1.26,0.29,33.8,0.089,325,61,0.9966,3.83,1.92,9.5,0,7,2
NA,8.7,0.65,0.1,2.9,0.08,17,263,1.0879,3.88,0.55,7.9,-1,9,1
NA,6.8,0.49,1.2,63.7,0.176,232,338,0.95317,3.24,0.68,9,1,7,1
NA,7.2,0.28,0.32,67.9,0.043,226,198,0.94627,3.09,1.93,10,0,8,1
NA,8,1.03,0.07,2.1,0.041,21,186,0.94818,3.14,1.46,3.1,1,7,1
NA,18.8,1.5,0.4,4.6,0.45,27,32,0.98559,4.06,1.95,10.6,-1,8,0
NA,5.9,0.26,0.6,2,0.407,40,92,0.97146,3.39,0.4,8.3,1,6,2
NA,6.4,0.24,0.29,2,0.227,15,346,1.0402,3.23,2.99,5.9,0,7,0
NA,7.8,0.26,0.28,74.4,0.028,13,289,0.96529,3.09,0.34,12.1,0,7,2
NA,7.2,0.32,0.63,11,0.054,529,133,0.9974,3.09,1.01,12.5,0,8,1
NA,1.2,0.28,0.21,38.1,0.081,8,62,0.997,3,0.58,2.8,0,8,2
NA,17.5,1.695,0.42,19.5,0.073,569,60,1.04261,4.18,0.98,15.2,0,9,0
NA,7.4,1.36,0.46,8,0.312,151,415,0.99907,2.92,0.68,14.1,0,8,0
NA,8.4,0.2,0.69,4.6,0.332,36,31,0.99416,3.36,0.45,13.7,-1,9,0
NA,2.4,0.915,0,53.6,0.435,17,173,1.04083,3.68,0.73,11.4,0,7,0
NA,7.1,0.16,0.67,15,0.045,49,155,0.97712,2.78,1.63,8.7,0,8,3
NA,8.8,1.19,0.58,1.9,0.069,36,372,0.99387,3.38,4.18,16.4,1,7,1
NA,7.8,0.24,0.32,48.5,0.037,274,480,0.9932,3.08,0.83,11.6,-1,7,0
NA,5.7,1.68,0.62,7.5,0.038,61.5,181,0.98596,1.02,0.71,13.4,1,8,3
NA,6.7,1.01,0.38,70.1,0.126,49,940,0.99195,3.35,0.57,14.8,2,8,2
NA,6.6,0.16,0.32,1.4,0.2,235,168,0.9906,3.39,0.64,12.4,0,7,3
NA,7,0.32,0.28,4.1,0.24,29,187,0.99864,2.06,0.36,13.55,0,7,2
NA,7.4,0.04,0.3,5.8,0.056,33,167,1.00794,2.14,2.03,11.6,0,8,2
NA,4.9,1.33,0.49,2.1,0.045,12,144,1.02162,4.69,0.82,12.9,-1,7,0
NA,6.7,1.08,0.28,2.4,0.061,162,513,1.01516,3.26,0.39,13.7,0,7,1
NA,10.9,1.72,0.57,42.9,0.046,15,325,0.9924,2.97,0.72,10.1,1,7,4
NA,5.9,0.57,1.54,1.4,0.397,17,47,1.02589,3.35,0.35,9.1,-1,7,0
NA,6,0.24,0.28,9.6,0.038,61,134,0.97612,3.3,0.52,11.2,2,7,4
NA,15.6,1.43,0.29,48.1,0.285,51,101,0.99544,2.76,0.58,10.4,2,7,2
NA,7,0.1,0.41,1.7,0.24,17,451,0.98988,2.79,0.52,11.4,-1,7,2
