"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
0,14,0.54,0.48,31.6,0.068,25,15,0.9973,2.92,1.71,10.1,"1",12,"1"
0,12,0.33,0.26,1.2,0.044,278,148,0.9932,3.19,0.54,10.5,"-1",8,"1"
5,3.4,0.14,0.29,1.1,0.395,25,441,0.9928,3.2,0.72,10.6,"1",8,"3"
3,1.3,0.1,0.42,6.5,0.027,95,126,0.99124,3.36,0.51,12.5,"-1",9,"2"
5,5.3,0.585,1.18,68.4,0.052,34,167,0.95899,3.34,0.5,9.7,"1",6,"2"
3,12.3,0.4,0.46,2.5,0.068,41,74,0.99754,3.38,0.86,10.5,"-1",11,"1"
5,16.7,0.38,0.38,5,0.016,165,212.5,0.99007,1.99,0.31,18.9,"0",7,"2"
0,5.9,2.9,0.28,27.8,0.069,15,113,0.96246,3.33,0.55,10.9,"0",6,"0"
4,6.6,0.33,2.73,49.4,0.048,42,195,1.00256,3.19,0.53,2.4,"0",7,"1"
2,7.7,0.91,0.45,4.5,0.157,97,522,0.97427,2.25,0.48,7.8,"-1",7,"1"
5,7.4,0.105,0.38,20.4,0.037,43,361,0.9464,2.24,0.41,11.1,"0",7,"1"
5,7.5,2.28,0.34,7.7,0.049,207,209,0.97626,3.14,0.3,14.3,"0",8,"4"
5,6.8,0.4,0.3,6.5,0.055,20,180,1.00514,3.44,1.52,10.1,"2",7,"2"
4,10.1,1.55,1.05,32.15,0.054,23,281,0.9998,1.41,0.58,5.6,"0",8,"3"
0,17.1,0.36,0.28,1.4,0.047,25,76,0.99168,2.67,0.49,7,"1",6,"0"
0,6.6,1.06,0.84,2.6,0.106,11,27,0.96343,2.74,1.39,10.2,"0",7,"0"
0,8.5,0.24,0.22,97.1,0.404,38,228,0.9934,3.41,2.04,9.9,"-1",7,"0"
0,4.1,0.37,0.66,70,0.273,62,124,0.9938,2.37,0.04,10.8,"0",7,"0"
0,14.5,0.815,0.34,36,1.069,25,34,0.97133,4.84,0.89,10.5,"-2",7,"1"
0,8.6,1.33,0.75,2.1,0.704,20,16,0.9968,3.27,0.72,11.2,"0",10,"1"
1,6.2,1.68,0.02,18.4,0.064,6,185,0.99234,3.3,0.54,7.5,"-1",7,"1"
4,6.8,0.34,0.33,4.7,0.059,31,114,0.9956,3.43,0.39,9,"-1",7,"2"
0,3.4,0.12,2.05,2.2,0.075,159,138,0.9986,2.54,1.06,6.9,"-1",12,"0"
4,8.5,1.5,0.27,49.4,0.031,297,334,0.95245,3.01,0.33,12,"0",9,"1"
0,9.8,1.09,0.64,7.8,0.177,10,41,0.998,3.23,0.64,8.2,"0",11,"0"
3,7.4,0.34,0.2,15.6,0.049,44,385,0.998,3.27,0.51,3.6,"0",8,"2"
3,5.6,1.77,0.25,40.2,0.457,32,111,1.00061,2.8,0.48,8.5,"1",7,"1"
5,6.7,0.3,0.41,8.7,0.454,29,141,0.9952,3.44,1.36,12.3,"1",7,"2"
5,6.9,1.68,0.39,14.4,0.032,35,364,0.99066,3.45,0.57,10.7,"0",8,"1"
6,10.2,0.24,0.33,7.3,0.238,23,134,1.01289,3.2,0.39,7.34,"1",7,"4"
4,8,0.25,1.76,9,0.264,31,138,0.998,3.34,0.49,10,"0",9,"2"
2,6.5,0.2,0.32,8.2,0.035,156,496,0.98993,3.67,0.42,5.8,"-1",6,"2"
5,1.8,0.18,0.58,1.25,0.033,290,129,0.96266,3.61,2.1,24.4,"0",6,"2"
5,14.9,0.26,0.32,7.6,0.038,63,141,0.95891,3.45,0.5,4.1,"0",7,"2"
0,8.3,0.58,0.13,1.7,0.062,14,63,0.9984,2.29,0.81,9.1,"0",9,"1"
0,7.7,0.26,0.25,5.6,0.424,182,121,0.95487,3.24,1.38,10.7,"-1",7,"0"
6,6,0.4,1.96,6.5,0.046,46,184,1.03131,4.47,0.03,10.5,"2",7,"2"
3,15.3,2.56,0.61,8.3,0.484,60,146,1.0001,3.3,0.36,8.7,"0",7,"1"
0,6.6,0.59,0.12,2.1,0.082,27,195,1.03942,3.37,0.71,12.6,"-1",8,"0"
4,10.6,0.36,0.31,14.4,0.371,397,299,0.99044,2.97,0.43,0.5,"0",8,"3"
4,7.4,0.31,0.26,7.8,0.05,236,90,0.97072,4.25,0.5,7.4,"1",8,"2"
2,13.4,0.99,0.59,1.5,0.061,114,120,0.99192,3.83,0.46,10.1,"-1",8,"1"
2,7,0.3,0.46,10.6,0.157,139,53,0.9972,2.34,0.62,9.8,"-1",8,"0"
6,5,0.88,1.74,8.3,0.419,35,164,0.99944,3.53,1.03,12.5,"0",6,"2"
4,6.7,1.18,2.49,5.6,0.661,250,184,0.97478,4.13,0.56,9.8,"0",7,"0"
0,9.4,0.9,0,2.6,0.052,9,91,0.90923,4.2,0.6,10.9,"0",7,"2"
4,11.4,0.25,0.33,42.2,0.021,132,76,1.02123,3.26,1.14,12.3,"0",8,"3"
5,7.1,1.27,1.64,17.9,0.04,165,182,0.998,2.49,3.05,10.8,"1",8,"3"
7,2.6,0.19,0.32,3.6,0.057,361,93,0.97825,2.15,0.51,11.6,"2",8,"3"
0,0.2,1.37,0.28,2.3,0.078,204,12,1.04438,3.23,0.58,7,"0",10,"0"
4,6.7,0.36,2.19,1.95,0.033,26,388,0.94518,3.2,0.45,24.2,"-1",8,"2"
3,13.7,1.4,1,2.5,0.088,22,91,0.9448,3.46,1.46,21.4,"0",11,"2"
4,13.6,0.3,0.49,8.1,0.047,13,114,0.9671,3.76,1.16,10.5,"0",8,"2"
0,7.8,0.72,0.42,2,0.106,9,30,0.99642,4.31,0.66,11.6,"-2",9,"0"
5,7.9,0.22,0.3,11.9,0.054,196,19,0.994,2.99,0.64,5.7,"1",7,"3"
4,7.2,0.21,0.25,4.4,0.055,88,502,0.9949,4.46,0.61,9.4,"1",8,"1"
0,2.6,1.53,0.62,11,0.047,66,324,1.01121,3.16,2.13,8.7,"2",8,"0"
4,4.7,1.545,0.37,3.4,0.045,59,182,0.98981,2.91,0.03,7.7,"0",5,"2"
3,2.2,0.35,0.24,7.1,0.072,44,229,1.00112,3.03,0.36,10.5,"-1",8,"2"
4,8.1,0.4,0.32,7.9,0.047,23,311,0.99176,3.05,0.46,9.3,"-1",9,"3"
3,9.6,0.04,1.96,2.1,0.08,130,38,0.98194,3.23,0.66,11.1,"-1",10,"0"
5,6,1,0.09,44.2,0.065,7,161,0.95166,2.25,0.77,9,"1",9,"2"
0,1.2,0.645,0.3,2,0.082,148,112,0.97567,3.27,1.76,9.8,"-1",8,"2"
5,6.4,0.29,0.34,34.7,0.037,188,217,0.96482,2.9,0.66,14.3,"0",7,"2"
4,1.7,0.29,0.58,24.4,0.986,100,427,0.96868,5.12,0.66,13.6,"0",8,"2"
3,6.6,0.26,3.39,7.8,0.047,54,86,0.97556,1.91,0.88,8.9,"0",7,"1"
3,13.7,0.53,0.38,40.7,0.292,29,100,0.96453,3.68,0.51,14.2,"0",8,"3"
6,6.1,0.22,0.37,1.85,0.031,41,432,0.98966,3.03,0.47,11.8,"1",7,"3"
3,6.5,0.51,0.14,2.5,0.103,9,159,1.01389,3.34,1.26,10.5,"0",10,"1"
3,2.9,0.39,0.46,46,0.057,57,482,0.99775,3.07,0.53,19.2,"0",8,"3"
0,1.1,1.13,2.57,1.1,0.044,48,166,0.9715,4.47,2.19,4.3,"1",6,"0"
3,8.9,0.59,0.22,2.3,0.333,5,360,0.9986,3.37,1.26,4.8,"0",10,"1"
2,6.6,1.27,0.14,6.8,0.184,35,548,0.99396,3.93,0.45,12,"-2",7,"1"
4,6.6,0.38,0.38,6.5,0.041,153,112,0.9914,3.25,0.73,10.9,"-1",7,"2"
0,7.9,2.29,0.4,2.4,0.576,4,10,0.95732,2.41,0.86,25,"0",9,"1"
3,11.3,1.925,0.15,45.1,0.107,20,204,0.99593,2.98,0.63,9.5,"0",8,"2"
4,6.3,0.25,0.49,8.2,0.034,193,612,1.03999,4.49,0.49,9.5,"0",8,"1"
4,5.7,0.27,0.56,4.9,0.22,16,116,0.98691,3.07,0.53,15.4,"1",7,"2"
3,7.5,0.4,0.32,4.7,0.032,15,191,0.98988,3.26,0.52,13.1,"-1",7,"2"
3,1.1,1.55,3.19,27,0.047,48,36,0.96104,3.21,0.36,6.6,"0",6,"2"
4,5.9,1.53,0.27,12.15,0.033,37,37,0.9959,2.99,0.39,10.8,"0",9,"3"
4,20.9,0.25,1.79,8.6,0.044,63,64,1.05037,3.18,1.63,3.7,"1",7,"3"
4,13.6,1.01,0.84,35.9,0.037,15,110,0.9938,2.48,0.38,11,"-1",8,"3"
3,7.4,0.32,0.44,44.6,0.051,50,367,0.9955,3.28,0.68,2.2,"0",8,"0"
3,0.8,0.25,0.29,16.85,0.053,23,135,0.9902,3.16,0.46,3.5,"-1",8,"1"
0,7.3,1.43,0.32,5.2,0.07,20,104,0.9952,2,0.45,11.9,"0",8,"0"
2,7,1.36,0.29,2.7,0.053,16,509,0.99372,3.18,0.56,9.3,"-1",8,"0"
5,6.8,0.39,0.34,17.2,0.485,38,255,0.99032,2.94,0.44,16,"0",8,"3"
0,9.3,2.08,0.44,27.8,0.085,9,55,0.96964,2.55,0.52,10.9,"0",10,"0"
4,7.4,0.2,0.35,59.1,0.028,81,89,0.97289,2.07,1.86,12.1,"0",8,"3"
4,7.8,0.19,2.19,24.1,0.046,27,203,0.99873,3.05,0.45,9.3,"0",8,"1"
3,7.7,0.79,0.36,2.4,0.049,2,156,0.996,4.37,0.55,10.3,"0",8,"2"
0,6.6,0.275,0.09,5.5,0.244,217,17,1.0307,3.25,0.66,10.8,"2",7,"0"
3,3.6,0.24,0.34,47.2,0.053,139,286,1.07057,3.22,0.47,10.9,"-1",9,"1"
3,15.3,0.54,0.25,5.7,0.047,37,482,0.98963,2.82,0.59,19.3,"-1",8,"1"
3,5.3,0.2,0.35,18.1,0.055,27,140,1.00521,2.98,2.1,6.1,"-1",7,"0"
5,16.2,0.16,1.26,10.4,0.048,204,158,0.99518,2.25,0.4,10.8,"1",7,"3"
4,6.2,1.08,0.4,21.6,0.055,221,161,0.98928,3.18,0.79,10.7,"-1",7,"2"
2,18.5,0.28,1.66,13,0.239,42,220,0.98084,2.96,2.24,9.2,"-1",9,"1"
0,7.9,1.42,0.28,1.1,0.102,47,110,1.00241,3.1,0.62,9.5,"0",7,"0"
6,7.1,0.31,0.87,1.4,0.434,33,128,0.95652,3.12,0.5,7,"1",8,"3"
0,8.6,3.02,0.92,2,0.181,37,27,1.00084,4.25,0.56,10.2,"0",9,"1"
3,5.3,0.27,0.26,9.4,1.076,87,168,0.992,3.18,0.5,10,"0",7,"2"
0,6,0.44,0.96,1.8,0.049,225,504,0.99151,4,0.64,7,"-1",7,"0"
4,6.7,0.46,0.24,19.8,0.04,108,116,0.9815,3.29,0.19,15.2,"0",7,"4"
4,19,0.1,0.3,2,0.073,6,114,0.97236,4.57,0.56,9.2,"0",9,"2"
3,27.8,2.02,0.02,5.6,0.066,53,25,1.03429,3.51,0.84,9.5,"-1",8,"1"
5,6.9,0.24,0.49,7.4,0.207,93,456,1.07095,3.03,0.33,8.3,"0",9,"2"
3,6.1,0.24,0.1,32.8,0.361,15,104,1.02169,2.8,1.1,8.7,"0",7,"2"
6,5,1.26,0.29,3.3,0.293,30,155,0.94123,3.27,0.34,15.2,"0",6,"4"
2,6.8,0.62,0.4,1.4,0.189,35,177,1.03184,3.16,0.66,5.8,"-1",7,"1"
0,3.8,0.34,0.58,46.6,0.011,6,337,0.997,3.19,0.7,5.3,"2",11,"0"
0,7.1,0.35,1.27,2.5,0.096,20,53,0.9962,2.18,0.65,4.6,"0",8,"0"
3,9,0.22,0.49,10.4,0.048,318,195,0.9987,2.9,0.27,4,"-1",10,"3"
6,17.7,1.44,0.38,4.25,0.558,122,134,1.05853,2.05,1.35,13.1,"1",7,"4"
5,5.4,0.3,0.78,60.2,0.399,23,157,0.99839,4.69,0.53,9.9,"1",8,"4"
4,7,0.25,0.29,48.6,0.049,39,398,0.99321,3.21,0.88,5.8,"0",8,"2"
5,7.3,0.19,0.59,9.9,0.632,33,135,0.993,3.3,1.05,7.4,"1",8,"4"
7,6.9,0.21,0.32,60.5,0.094,293,128,0.98965,2.01,0.75,11.7,"1",7,"3"
4,7.6,0.43,0.49,48.25,0.038,43,292,1.0065,3.08,0.67,12.8,"-1",8,"1"
4,7.9,0.24,0.4,39.9,0.056,11,25,1.00786,2.89,0.64,8.7,"0",9,"2"
0,9,0.22,1.6,10.4,0.633,52,122,0.9987,3.15,0.44,10.2,"-1",10,"0"
5,0,0.31,0.29,41.5,0.04,21,327,0.9966,2.35,0.35,9.4,"2",8,"2"
4,23,0.26,0.49,15.5,0.258,55,241,0.96753,3.19,0.68,9,"1",7,"1"
3,6.4,0.19,0.52,1.7,0.179,179,106,0.9925,3.09,0.65,10.1,"0",7,"1"
4,5.2,0.69,2.47,18,0.042,212,133,0.99076,2.67,0.38,12.5,"0",6,"2"
3,2.1,0.18,0.66,14.1,0.047,29,103,0.99035,3.14,0.45,9.5,"-1",7,"2"
3,6.15,0.28,1.34,47.8,0.021,67,213,0.99498,3.39,0.47,8.2,"0",7,"2"
3,5.7,0.28,0.41,2.5,0.061,59,194,0.99558,3.14,1.25,10.4,"0",7,"2"
0,7.6,0.28,0.23,0.8,0.416,82,369,0.9902,2.11,0.84,14.2,"1",8,"1"
6,8,0.35,0.28,10.8,0.051,420,463,0.9957,3.06,0.27,11.4,"1",9,"3"
5,6.7,0.56,0.39,1,0.162,32,63,0.95483,3.19,0.82,12.2,"0",7,"2"
0,12.9,0.19,0.3,12.8,0.053,3.5,229,1.01194,2.88,0.49,9.1,"1",8,"0"
5,14.7,1.09,0.32,1.7,0.636,103,192,0.98581,3.26,0.3,10.4,"0",7,"4"
5,1.9,0.2,0.33,0.1,0.035,32,83,0.94715,3.72,0.46,0.2,"1",8,"3"
5,17.9,0.28,0.49,41,0.206,275,240,0.96987,2.21,0.55,9.3,"2",7,"4"
0,6.4,0.88,0.06,3.1,0.061,12,136,0.9948,3.51,0.43,10.4,"0",8,"0"
3,14.2,0.17,0.4,5.5,0.037,86,424,1.03562,3.76,0.71,8.9,"1",8,"1"
3,6.4,0.21,0.5,2.4,0.443,45,260,0.93389,4.97,0.5,2.7,"0",7,"3"
3,6.4,0.035,0.31,2.2,0.051,45,236,0.99495,1.98,0.68,15.1,"0",6,"1"
0,8.6,0.61,1.44,2.3,0.237,4,23,1.02171,3.28,0.97,16.6,"2",12,"0"
2,6.6,0.03,1.2,6.5,0.485,42,148,0.99196,2.82,0.39,11.7,"-1",7,"2"
4,7.3,0.41,0.41,43.5,0.048,73,223,0.96989,3.16,0.71,9.4,"0",8,"3"
0,17.7,0.55,0.66,2,0.387,102,37,1.01475,2.43,1.15,9.6,"0",11,"0"
5,17.1,0.18,0.38,14.7,0.052,40,130,0.9934,4.09,2.68,9.5,"0",7,"4"
4,6.6,0.52,0.04,43.9,0.06,30,15,0.9956,3.04,0.63,15.3,"0",7,"3"
0,7.3,1.17,0.32,6.4,0.236,13,67,0.96386,3.74,0.52,11.2,"0",8,"1"
4,1.8,0.16,0.52,6.7,0.055,43,151,0.99816,3.71,0.54,5.4,"0",7,"2"
5,7.2,0.34,1.84,49.2,0.081,42,23,1.03253,3.33,0.41,9.1,"1",6,"1"
3,17.5,0.18,0.45,14.5,0.159,48,426,0.99947,3.16,0.29,4.8,"0",8,"1"
4,7.4,0.6,0.12,22.4,0.165,4,370,0.99702,3.26,0.54,11.3,"1",8,"2"
0,6.7,0.56,0.27,2.9,0.052,7,119,0.99669,3.46,0.65,10.2,"1",7,"1"
3,6.6,0.39,1.15,8.7,0.435,310,423,0.9962,3.22,0.36,13.5,"0",8,"0"
0,13.7,0.415,0.68,2.9,0.263,38,52,1.0014,3.72,0.8,10,"0",15,"0"
5,7.1,0.44,1.69,2.7,0.039,286,299,1.03437,3.16,0.43,13.5,"0",8,"3"
4,6,0.46,0.34,4.7,0.04,43,161,0.9935,3.22,1.32,9.8,"0",7,"1"
3,6.7,0.15,0.32,12,0.124,153,261,0.99512,3.29,0.73,10.1,"-1",7,"2"
0,7,0.35,1.38,18.1,0.257,33,585,1.04686,3.15,0.53,3.9,"0",7,"0"
6,7,1.7,1.23,2.8,0.369,22,112,0.99,3.48,0.38,12.6,"0",8,"3"
5,7.2,0.2,0.33,3.5,0.045,168,156,0.98572,2.73,0.38,6.3,"1",10,"2"
5,1.2,0.36,0.07,6.4,0.042,16,161,0.99278,2.87,0.4,13.4,"1",8,"3"
4,19,0.23,0.35,7.2,0.038,59,400,1.00166,2.7,0.55,11.8,"0",8,"2"
5,7.6,0.44,0.52,32.2,0.13,43,170,1.02523,3.3,0.53,11.4,"1",8,"3"
4,7.9,0.39,0.39,0.3,0.057,35,221,1.02135,3.79,2.23,14,"0",7,"3"
4,1.4,1.43,0.32,69.1,0.024,81,500,0.99563,3.12,0.45,10.8,"0",8,"3"
0,9,0.975,0.04,2,0.09,12,49,0.96383,3.35,1.74,10.1,"1",8,"0"
3,13.2,1.09,0.29,4.6,0.553,27,142,0.99178,3.95,0.26,10.6,"-1",8,"1"
5,24,0.44,1.54,67,0.079,14,716,0.99201,3.22,0.77,15.7,"1",7,"3"
0,15.4,0.4,0.65,2.1,0.07,33,49,0.94853,3.03,0.74,15.8,"1",12,"0"
7,15.2,1.04,1.97,23.1,0.43,5,16,0.97379,3.15,0.65,11,"1",12,"3"
1,6,0.33,0.18,3,0.569,7,85,1.03487,3.28,0.61,13.5,"-1",7,"0"
3,19.2,0.3,0.39,14.75,0.47,274,149,1.04237,2.31,0.36,8.6,"0",8,"0"
4,6.5,0.21,0.44,5.7,0.04,47,197,1.02027,2.91,1.48,10.1,"0",7,"2"
3,6.8,0.27,0.3,13,0.047,198,124,1.03131,3.55,0.36,16.2,"-1",7,"2"
6,5.3,0.57,0.36,8.6,0.566,37,527,0.9916,3,0.44,12.4,"0",8,"3"
4,5.5,0.22,1.64,14.3,0.043,33,191,0.9978,2.77,0.55,9,"0",8,"3"
3,6.4,0.06,0.54,11.5,0.125,34,201,0.9969,3.55,1.22,12,"0",7,"2"
4,8.7,0.8,0.26,9.6,0.05,33,504,1.02487,3.61,1.42,7.9,"1",8,"1"
3,8.6,0.485,0.67,4.1,0.072,209,179,0.9918,3.85,1.74,9.4,"0",9,"2"
3,11.6,0.29,0.25,3.3,0.35,61,333,0.96091,3.1,0.4,8.7,"0",8,"3"
4,6.4,0.26,0.47,64.8,0.04,48,192,1.00316,3.39,0.58,4.6,"0",7,"2"
0,7.9,0.35,0.37,18.4,0.051,28,91,0.99946,3.13,0.37,9.3,"0",7,"1"
4,7.2,0.39,0.34,2.5,0.047,88,151,0.99,3.16,0.39,17.1,"-1",8,"2"
3,7.5,1.41,0.06,1.6,0.694,34,204,0.9978,3.16,0.5,9,"0",8,"2"
4,6.7,0.41,0.06,12.5,0.035,18,401,0.96326,3.99,1.86,13.1,"0",7,"3"
2,6.2,0.27,1.52,1.6,0.044,51,189,1.02482,3.3,0.41,11.4,"-1",7,"2"
4,6.7,0.17,0.37,5.7,0.18,24,125,1.03473,3.2,0.19,10.8,"0",8,"2"
0,1.1,0.345,1,1.4,0.174,25,396,0.99623,3,1.4,16.833333333,"-1",12,"0"
4,3.6,1.32,0.37,51.2,0.538,39.5,216.5,0.99432,2.69,0.5,15.1,"0",7,"2"
0,7.3,0.5,0.19,19.9,0.039,138,237,0.99131,3.1,0.54,3.8,"1",8,"0"
3,12.6,0.47,0.11,2.2,0.048,16,89,0.99182,4.73,0.88,13.6,"-2",6,"2"
6,6.7,0.33,0.36,17.3,0.041,245,109,0.9956,3.29,1.24,10.1,"2",7,"3"
5,6.6,0.885,1.01,1.5,0.041,31,180,0.98949,3.22,0.48,21.6,"1",7,"0"
5,17.5,0.36,0.28,11.8,0.042,54,344,0.96622,3.18,0.11,10.8,"1",7,"3"
5,5.5,0.34,0.26,12.55,0.286,145,119,0.98919,4.11,0.49,13,"-1",6,"3"
3,6,0.2,0.26,6.8,0.05,22,428,0.94943,2.5,1.51,11,"-1",6,"0"
3,16.3,0.24,0.53,55.7,0.154,0,424,1.00577,3.19,0.81,11.9,"-2",7,"1"
2,6,0.27,0.28,4.8,0.117,5,69,1.03421,2.66,0.44,10,"-1",7,"2"
0,24.4,1.51,0.3,111.5,0.019,50,280,0.99629,2.29,0.63,12.4,"-1",7,"0"
0,9.9,0.35,0.41,6.6,0.353,142,61,0.99094,3.64,1.22,14.9,"1",11,"0"
4,7,1.42,3.07,1.7,0.029,231,144,0.98234,3.07,0.91,14.5,"1",8,"3"
6,16.1,0.95,0.37,1.8,0.035,88,156,1.03953,4.37,0.12,11.1,"2",8,"0"
3,5.6,0.23,1.3,1.5,0.141,36,124,0.97748,3.31,0.56,10.8,"-1",6,"3"
2,6.7,0.31,1.25,14.3,0.048,79,149,0.9975,3.12,0.58,13.2,"-1",7,"1"
3,7.3,0.23,0.49,75.7,0.031,29,158,0.99754,2.9,0.38,9,"-1",8,"1"
4,5,0.38,0.01,1.6,0.146,185,694,1.03407,3.46,0.75,16.8,"0",5,"2"
3,6.8,0.32,0.26,50.7,0.21,253,147,0.97599,4.08,1.69,10,"0",7,"1"
2,6.6,1.38,0.86,63.6,0.054,143,252,1.05868,4.66,1.85,8.8,"-1",7,"2"
0,21.1,1.75,0.5,13.8,0.8,47,82,1.00242,3.16,0.7,8.5,"0",11,"0"
2,6.7,0.24,0.41,11,0.328,48,183,1.02238,2.29,0.43,12.5,"-1",7,"1"
4,9.5,0.305,0.38,1.6,0.523,7,46,1.03105,3.21,0.93,10.1,"0",7,"4"
6,7.1,0.22,0.29,1.2,0.301,32,90,0.9925,3.16,0.41,7,"1",8,"3"
5,4.8,0.3,0.36,106.3,0.363,48,135,0.9947,2.54,0.35,10.1,"1",8,"3"
5,8.7,0.65,0.6,49,0.123,45,79,0.993,3.5,0.54,5.3,"1",7,"3"
4,6.4,0.69,0.81,43.5,0.044,34,274,0.9948,3.26,0.38,10.1,"0",7,"3"
0,9.9,1.31,2.34,2.3,0.161,16,28,0.96312,3.24,0.28,9.4,"1",11,"1"
2,5.5,0.28,0.45,2.8,0.363,55,180,1.07673,3.12,0.57,13.1,"0",7,"1"
4,4.8,0.93,0.42,9.9,0.057,233,363,0.96478,2.5,0.4,3.3,"1",7,"0"
0,6.2,0.46,1.75,2.9,0.037,93,34,0.99396,3.52,0.76,5.4,"1",7,"0"
5,6.8,0.59,0.06,6.9,0.06,231,18,0.9962,3.44,0.59,9.6,"0",7,"3"
2,5.5,0.18,1.69,25.7,0.445,49,104,0.94908,3.3,0.43,10.6,"-1",7,"1"
5,10.3,0.24,0.34,1.5,0.231,46,246,0.96807,3.53,0.41,9.6,"1",7,"3"
4,9.6,0.4,0.31,0.9,0.066,50,170,0.993,3.22,1.11,9.5,"0",7,"1"
3,9,0.88,0.09,0.8,0.022,51,180,0.94975,3.56,0.6,9.7,"-1",7,"2"
2,18.3,0.3,0.38,2.1,0.233,10,98,1.01482,4.44,0.65,11,"-1",8,"1"
4,6.6,0.36,0.44,3.5,0.042,140,140,0.993,3.32,0.51,19.5,"0",7,"3"
2,9.8,0.29,0.37,15.6,0.04,51,85,1.09478,3.1,0.46,8.3,"-1",7,"2"
5,7.1,0.35,0.3,59.6,0.028,142,168,0.95332,3.4,0.03,8.2,"0",8,"4"
3,7.2,1.015,0.35,10.4,0.652,17,94,1.04716,3.11,2.16,13.2,"0",8,"1"
4,6.5,0.03,0.25,8.7,0.039,60,13,0.9962,3.31,0.34,6.8,"0",7,"1"
4,6.7,0.27,0.97,4.2,0.099,40,614,0.96331,4.1,0.86,12.1,"0",7,"2"
6,16.4,0.41,0.24,2.8,0.057,6,282,0.9949,3.2,0.41,9.9,"2",8,"4"
4,7.5,0.17,0.32,23.5,0.036,63,152,0.96542,3.02,0.41,7.6,"0",8,"3"
0,7.7,0.27,0.37,7.9,0.093,319,616,0.99542,3.55,0.48,7.6,"1",7,"0"
5,6.1,0.21,0.68,48.6,0.049,34,119,1.02349,3.94,3.02,9.1,"2",8,"2"
6,8,0.28,0.3,8.4,0.245,35,397,1.03705,3.19,0.42,14.4,"2",9,"3"
0,11.4,0.6,0.64,2.7,0.098,32,41,0.94717,4.06,0.58,10.5,"0",12,"2"
6,6.7,0.28,0.28,3.3,0.012,18,100,1.0188,3.12,0.37,11.7,"1",7,"3"
5,5.1,0.24,0.53,2.7,0.026,35,915,0.95395,3.46,0.55,12.2,"0",7,"3"
5,8.5,0.65,0.3,4.7,0.055,148,9,1.03298,3.84,0.11,11.5,"0",9,"1"
4,11.2,0.74,2.1,48.7,0.241,7,138,0.99508,2.24,0.76,11.5,"0",8,"2"
3,7.9,1.6,0.37,1.2,0.04,16,75,0.97028,3.18,0.46,10.8,"0",8,"3"
2,6.2,0.48,0.28,5,0.291,57,113,0.96095,2.85,0.45,7.5,"-1",8,"0"
4,6.9,0.68,1.19,46.2,0.081,56,144,0.9924,4.27,0.4,10.8,"0",7,"2"
0,2,1.43,0.95,41.7,0.084,62,118,0.97994,2.97,1.89,10.5,"0",9,"1"
5,12.5,0.38,1.31,9.2,0.061,42,214,0.9976,3.31,1.01,12.5,"2",7,"3"
0,23.3,0.26,0.3,111.2,0.3,296,135,0.98621,3.3,0.02,10.5,"0",9,"1"
4,1.7,0.25,0.63,10.5,0.4,320,205,1.03724,3.12,0.6,9,"-1",8,"0"
3,1.1,0.59,1.54,7,0.153,59,194,1.03597,3.14,0.48,14.4,"0",7,"0"
3,6.3,0.18,0.5,12.8,0.042,330,195,0.9984,3.09,0.46,9.1,"-1",8,"3"
4,4.1,0.23,0.3,1,0.035,105,17,0.989,3.9,0.98,15.3,"0",7,"1"
4,7.1,1.33,0.3,61.1,0.04,270,55,0.99021,3.17,0.58,13.6,"0",8,"2"
2,3.1,0.59,0.11,7.8,0.117,11,117,1.00756,3,0.53,9.2,"-1",7,"2"
2,1.2,0.29,0.49,11.4,0.034,35,180,0.9945,4.23,0.51,3.1,"-2",7,"0"
4,6.3,0.47,0.51,2.3,0.05,33,155,0.9761,3.45,0.48,9.3,"0",7,"2"
4,8.3,0.04,0.39,17.5,0.045,73,286,0.97006,3.18,0.56,9.1,"0",9,"3"
0,6.9,0.36,0.68,8.8,0.049,65,583,0.99628,3.04,2.25,9.4,"0",8,"1"
0,5.8,0.615,0.75,11.2,0.624,32,131,1.00869,2.19,0.34,12.3,"0",8,"0"
2,7.3,0.25,0.26,2.2,0.012,52,14,0.99587,2.82,0.79,4.8,"-1",8,"1"
5,7.4,0.32,0.29,20.2,0.046,29,255,0.9952,3.29,0.53,10.1,"1",7,"2"
4,1.2,0.32,0.28,16.6,0.443,130,427,1.01868,2.95,0.55,10.8,"1",8,"2"
4,0.9,0.65,0.34,56.7,0.256,25,135,0.9984,2.9,0.68,8.7,"-1",8,"2"
3,7.7,0.34,1.87,11.2,0.04,82,117,0.97766,4.3,1.85,9.2,"-1",8,"2"
3,7.1,1.21,0.02,2.3,0.05,36,221,0.99911,2.01,0.5,11.5,"0",7,"2"
5,6.6,0.32,0.38,4.75,0.033,23,424,0.96755,3.32,0.51,11.8,"0",6,"2"
3,17.3,0.19,0.38,14.45,0.089,30,172,0.99312,3.11,2.3,5.6,"0",7,"2"
7,2,0.36,0.32,45.55,0.045,37,143,0.99352,2.46,0.33,13.5,"1",8,"3"
0,6,0.94,1.14,4,0.071,17,243,1.04905,3.22,0.78,10.1,"-1",12,"0"
5,8.3,0.92,1.15,1.1,0.05,24,169,0.9927,3.02,1.36,9.5,"1",7,"2"
